0	0	5.0	1313539200
0	849	5.0	1313366400
0	274	5.0	1313625600
0	275	5.0	1313625600
0	531	5.0	1313625600
1	0	4.0	1315094400
1	209	5.0	1315094400
1	706	5.0	1315094400
1	67	1.0	1355356800
1	101	5.0	1355011200
1	889	5.0	1355011200
1	1356	5.0	1355356800
1	1421	5.0	1315094400
2	0	5.0	1374710400
2	289	5.0	1374796800
2	1089	4.0	1374796800
2	579	5.0	1374710400
2	581	5.0	1374796800
2	550	5.0	1374105600
2	681	2.0	1374710400
2	938	5.0	1307404800
2	939	4.0	1374710400
2	1099	4.0	1374796800
2	400	3.0	1374710400
2	656	4.0	1374105600
2	1456	5.0	1377216000
2	562	2.0	1374796800
2	882	4.0	1374796800
2	1109	5.0	1374710400
2	472	5.0	1390348800
2	1115	5.0	1374710400
2	1533	5.0	1374796800
2	735	5.0	1374796800
3	0	5.0	1292889600
3	1	4.0	1292976000
3	641	5.0	1335225600
3	705	5.0	1364083200
3	1089	3.0	1399939200
3	1314	5.0	1324944000
3	709	5.0	1292198400
3	1127	5.0	1369526400
3	392	4.0	1278547200
3	204	5.0	1292716800
3	396	4.0	1282608000
3	782	5.0	1280880000
3	1134	5.0	1293494400
3	783	5.0	1280880000
3	785	5.0	1365984000
3	114	5.0	1303862400
3	1202	4.0	1380240000
3	1109	5.0	1382745600
3	184	5.0	1278547200
3	735	5.0	1293321600
4	0	5.0	1341360000
4	192	5.0	1341792000
4	370	5.0	1341187200
4	693	5.0	1342742400
4	569	5.0	1341360000
4	362	4.0	1341187200
4	573	5.0	1341187200
4	1054	5.0	1342742400
5	0	5.0	1258156800
5	896	5.0	1404259200
5	65	5.0	1292630400
5	465	5.0	1318204800
5	627	5.0	1252195200
5	660	5.0	1355961600
5	676	5.0	1245110400
5	406	5.0	1367366400
5	125	5.0	1252195200
5	1613	5.0	1355961600
5	287	5.0	1343174400
6	0	5.0	1326153600
6	1297	5.0	1341532800
6	932	5.0	1341532800
6	437	5.0	1358985600
6	156	5.0	1290297600
6	318	5.0	1339977600
7	0	5.0	1371081600
7	65	5.0	1371600000
7	1667	4.0	1402099200
7	904	5.0	1402099200
7	170	4.0	1360972800
7	1197	5.0	1404172800
7	1229	4.0	1404172800
7	752	5.0	1402099200
7	913	5.0	1360972800
7	1556	5.0	1402099200
7	185	5.0	1402099200
7	602	5.0	1371600000
7	477	5.0	1371600000
8	0	4.0	1374105600
8	662	5.0	1361318400
8	1659	5.0	1360281600
8	1469	5.0	1360281600
8	494	4.0	1374105600
9	0	5.0	1390348800
9	257	4.0	1394409600
9	258	4.0	1359331200
9	1564	5.0	1390348800
9	574	5.0	1388620800
10	240	5.0	1337558400
10	1	4.0	1381708800
10	177	2.0	1350864000
10	455	5.0	1400284800
10	1402	5.0	1367971200
10	1596	5.0	1366761600
11	1728	5.0	1376524800
11	1	5.0	1287705600
11	323	3.0	1292630400
11	23	5.0	1280707200
11	215	5.0	1234828800
11	317	5.0	1257292800
12	160	2.0	1388102400
12	704	5.0	1388016000
12	1	5.0	1388102400
12	71	5.0	1372204800
12	583	5.0	1388102400
12	234	4.0	1388016000
12	394	2.0	1388102400
12	1484	5.0	1372636800
12	109	5.0	1372636800
12	1493	5.0	1372636800
12	663	5.0	1387584000
12	887	5.0	1387584000
12	1111	5.0	1388102400
12	1751	5.0	1387584000
12	600	5.0	1387584000
12	698	5.0	1393718400
12	893	4.0	1388102400
12	159	5.0	1387584000
13	1	4.0	1378598400
13	305	5.0	1386892800
13	34	4.0	1404777600
13	100	5.0	1393027200
13	662	5.0	1378857600
13	1046	5.0	1387497600
13	1462	5.0	1379980800
13	872	5.0	1386288000
13	474	5.0	1391040000
13	1229	4.0	1386892800
13	334	5.0	1392076800
13	1230	5.0	1386892800
14	1	4.0	1358380800
14	801	4.0	1360281600
14	660	4.0	1358553600
14	932	4.0	1360281600
14	933	4.0	1360281600
14	1175	5.0	1375833600
14	1212	4.0	1360281600
14	813	5.0	1360800000
14	79	4.0	1375833600
14	143	5.0	1375920000
15	912	5.0	1377043200
15	2	3.0	1384473600
15	21	5.0	1362355200
15	1228	4.0	1377043200
15	1374	4.0	1377043200
16	1681	4.0	1397347200
16	2	4.0	1283731200
16	581	3.0	1271894400
16	152	5.0	1383264000
16	602	5.0	1283731200
16	842	4.0	1356912000
16	859	4.0	1383264000
16	1149	5.0	1380585600
16	1741	5.0	1400457600
16	1294	5.0	1350345600
17	848	5.0	1334534400
17	864	4.0	1333324800
17	2	5.0	1341792000
17	916	5.0	1335744000
17	1326	5.0	1333324800
17	959	5.0	1333324800
18	721	5.0	1348963200
18	2	5.0	1348531200
18	787	4.0	1383264000
18	1462	5.0	1388188800
18	814	4.0	1388016000
19	209	1.0	1388793600
19	481	5.0	1342396800
19	2	4.0	1342396800
19	74	4.0	1364256000
19	478	5.0	1364256000
20	288	4.0	1325203200
20	2	5.0	1327363200
20	1092	1.0	1350950400
20	997	3.0	1371513600
20	1573	1.0	1369785600
20	1542	5.0	1403222400
20	167	3.0	1327363200
20	11	1.0	1323129600
20	1516	4.0	1335398400
20	79	1.0	1389398400
20	1202	1.0	1333497600
20	404	5.0	1323907200
20	1145	3.0	1335398400
20	1215	3.0	1334707200
21	337	1.0	1360713600
21	913	5.0	1307232000
21	114	3.0	1398729600
21	3	5.0	1307232000
21	1507	5.0	1389398400
21	1316	3.0	1324944000
21	1141	3.0	1336867200
21	328	4.0	1335312000
21	155	5.0	1291420800
21	1004	4.0	1373068800
21	61	4.0	1360713600
21	543	3.0	1324944000
22	225	5.0	1252800000
22	3	3.0	1241654400
22	245	5.0	1306800000
22	151	5.0	1396569600
22	1017	1.0	1239667200
22	268	5.0	1241395200
22	143	5.0	1358899200
23	913	5.0	1248134400
23	3	2.0	1248134400
23	981	5.0	1248134400
23	134	5.0	1248134400
23	984	4.0	1248134400
24	866	4.0	1367193600
24	3	5.0	1230854400
24	295	5.0	1234224000
24	1735	3.0	1365811200
24	1831	3.0	1398038400
24	1387	5.0	1303084800
24	1739	5.0	1402963200
24	270	5.0	1276560000
24	339	5.0	1232496000
24	1267	5.0	1285632000
24	1686	4.0	1365206400
24	1656	4.0	1352505600
24	1564	5.0	1328313600
24	253	4.0	1255219200
24	1726	5.0	1368576000
25	3	5.0	1248307200
25	1748	5.0	1400371200
25	38	5.0	1221091200
