0	933	4.0	1399507200
3	388	5.0	1383177600
1027	835	4.0	1400112000
5	387	5.0	1382572800
5	585	3.0	1372809600
1031	553	2.0	1311206400
7	20	5.0	1326153600
1032	644	5.0	1365724800
1032	828	5.0	1358899200
1032	701	5.0	1371513600
8	33	5.0	1389052800
1034	229	5.0	1339545600
1035	842	5.0	1395792000
11	78	5.0	1365638400
1036	481	1.0	1365120000
1036	842	5.0	1395273600
12	102	4.0	1397088000
14	616	5.0	1309132800
14	906	5.0	1393372800
14	796	5.0	1370044800
15	755	5.0	1335657600
15	627	5.0	1342569600
15	169	3.0	1387065600
15	251	3.0	1332547200
15	526	3.0	1337731200
15	879	5.0	1377043200
1039	842	5.0	1391299200
1039	251	5.0	1333065600
1039	779	5.0	1332374400
16	792	3.0	1367625600
1040	821	3.0	1366675200
1042	853	3.0	1362873600
1043	923	4.0	1396137600
21	307	5.0	1368489600
21	586	5.0	1372291200
23	358	5.0	1327276800
1047	834	4.0	1396310400
1047	828	4.0	1359676800
1047	189	3.0	1304899200
1048	722	5.0	1314748800
1048	222	4.0	1366588800
1049	874	4.0	1376524800
26	631	5.0	1349308800
26	555	5.0	1382745600
27	148	4.0	1336694400
27	46	5.0	1337385600
1052	167	4.0	1339804800
30	196	5.0	1373068800
30	101	5.0	1242864000
30	536	4.0	1371513600
30	585	5.0	1372982400
1055	239	4.0	1403308800
1056	229	3.0	1366243200
1057	167	2.0	1345161600
33	933	4.0	1402531200
34	750	5.0	1338163200
34	878	3.0	1375833600
1058	644	5.0	1366243200
1058	238	1.0	1284508800
35	4	5.0	1338595200
37	444	5.0	1378166400
38	68	4.0	1380672000
39	759	3.0	1398297600
39	842	5.0	1391644800
1064	622	4.0	1311552000
42	648	5.0	1369785600
1067	470	4.0	1375660800
1068	769	4.0	1394064000
1068	874	4.0	1371513600
44	246	5.0	1348185600
46	6	5.0	1372291200
46	205	5.0	1400198400
1071	874	5.0	1378857600
1072	504	5.0	1325376000
1072	331	5.0	1331078400
49	596	5.0	1346716800
1074	822	5.0	1392681600
1075	872	1.0	1402876800
1075	238	2.0	1402531200
1076	273	1.0	1403136000
1078	167	5.0	1368835200
1078	361	4.0	1353369600
1080	742	4.0	1336953600
56	463	5.0	1404604800
1081	777	3.0	1370822400
58	874	3.0	1374969600
1082	839	5.0	1362960000
1084	167	2.0	1344470400
1084	807	3.0	1383868800
1084	695	5.0	1373241600
1084	874	3.0	1374796800
1084	271	4.0	1393632000
1086	167	4.0	1350518400
62	730	3.0	1398556800
1089	809	4.0	1403568000
1089	810	4.0	1403568000
1089	731	5.0	1326153600
1089	524	4.0	1292371200
67	8	5.0	1387065600
1091	821	4.0	1366070400
1092	850	4.0	1381276800
68	8	5.0	1385510400
1093	797	5.0	1370476800
1093	238	4.0	1403222400
1094	867	5.0	1374624000
1094	297	5.0	1368576000
70	103	5.0	1304380800
70	121	5.0	1322956800
70	9	5.0	1345939200
70	685	3.0	1310428800
1095	167	4.0	1347235200
1097	577	3.0	1287705600
