0	192	5.0	1393545600
1	168	5.0	1365292800
1029	530	5.0	1329696000
5	155	4.0	1328572800
5	492	3.0	1356048000
7	833	2.0	1363651200
8	897	5.0	1399248000
8	843	5.0	1358985600
8	428	5.0	1313625600
1033	147	5.0	1391040000
10	435	5.0	1371772800
10	537	5.0	1371600000
11	285	4.0	1369440000
1036	813	4.0	1383091200
12	776	4.0	1384646400
13	73	5.0	1361750400
1038	519	5.0	1383350400
1038	603	5.0	1386806400
1039	227	5.0	1375228800
1039	606	5.0	1375228800
15	894	5.0	1399075200
16	801	4.0	1362009600
17	692	5.0	1372291200
18	308	4.0	1363564800
18	728	5.0	1336608000
18	488	5.0	1387238400
18	794	4.0	1352073600
18	109	5.0	1299801600
19	167	5.0	1375920000
1043	668	5.0	1335225600
1044	859	4.0	1378598400
1044	206	5.0	1366329600
20	35	5.0	1332892800
20	3	4.0	1331856000
20	315	4.0	1343692800
20	156	4.0	1343865600
1045	466	5.0	1272499200
21	3	5.0	1390953600
1046	497	5.0	1358812800
1046	565	5.0	1358812800
1046	454	5.0	1358812800
23	892	5.0	1380499200
24	6	4.0	1388966400
25	4	4.0	1372809600
1051	436	5.0	1320710400
27	684	5.0	1398988800
1052	154	5.0	1377820800
30	475	4.0	1404000000
30	188	4.0	1402272000
1055	303	4.0	1387497600
1057	167	5.0	1360713600
1058	697	5.0	1332201600
34	23	5.0	1358035200
35	496	3.0	1328486400
1060	422	4.0	1400457600
1060	155	5.0	1400457600
39	556	1.0	1355443200
1064	225	5.0	1378684800
44	109	5.0	1363132800
45	130	4.0	1257984000
1069	811	5.0	1343001600
46	344	5.0	1316476800
46	44	4.0	1289779200
47	6	5.0	1359504000
48	130	4.0	1364342400
48	309	4.0	1290556800
48	167	4.0	1290211200
48	794	5.0	1346198400
51	272	5.0	1382486400
51	865	4.0	1381449600
51	168	5.0	1391904000
1075	650	5.0	1380758400
1076	531	5.0	1403481600
1077	233	5.0	1404172800
54	6	5.0	1381190400
55	690	5.0	1374710400
55	106	5.0	1361577600
1080	700	5.0	1342137600
56	785	5.0	1319414400
56	868	5.0	1366156800
1081	174	5.0	1315526400
57	771	5.0	1380931200
60	519	5.0	1389571200
1085	869	5.0	1391644800
1086	722	4.0	1391644800
1086	249	5.0	1391644800
63	6	5.0	1373068800
64	659	4.0	1404950400
1090	497	1.0	1386288000
1092	589	5.0	1320019200
68	706	5.0	1382659200
68	6	5.0	1377734400
69	6	5.0	1359936000
1093	754	4.0	1370822400
1094	451	1.0	1383091200
70	6	5.0	1389830400
70	747	4.0	1324598400
71	808	5.0	1393113600
1096	188	5.0	1398902400
72	311	5.0	1362355200
